index,halo_id_nbody,gal coord y (pMpc),gal coord z (pMpc),Redshift,f_esc_lum,lya_lum,NIRCam_F200W_dust,mstar
34447,86090879,-3.6964146131056617,1.8278973361511517,8.611833,2.1445814129560006e+42,1.3573300082000004e+43,26.383394,0.15266852
37542,84737631,-2.396576507398176,-4.183853902745969,8.604787,6.263874134391999e+42,1.4843303635999999e+43,26.118461,0.064603195
40760,84745032,0.7717788752638212,-6.946009877374376,8.606969,8.035437194840001e+42,6.809692538000001e+42,26.90158,0.042640574
41491,86099824,3.127735441858638,0.6905389936571025,8.592861,2.585894400739999e+42,9.010085019999997e+42,26.722961,0.074859161
41634,86100245,2.8027759154317673,-0.5280592304436652,8.604994,2.114281271946e+42,5.668314402e+42,27.280773,0.024832855
41645,86099116,3.2902152050720734,0.12185982241007798,8.601525,7.110851922050002e+42,1.6536864935000006e+43,26.410516,0.077950188
41659,86099773,3.0464955602519193,0.5280592304436672,8.603174,2.1388043668469996e+42,1.7388653388999998e+43,26.181766,0.067083526
41823,86197964,2.9652556786452027,-3.290215205072072,8.589608,4.0582739457234e+42,5.7810170167e+42,27.048441,0.033727805
49812,84652728,10.60180454967668,-5.808651534880325,8.599634,2.1444053765109998e+42,4.9869892476999994e+42,27.44074,0.013812311
49954,84753510,10.683044431283399,-8.24584798308186,8.597406,3.32553982114e+42,8.071698595e+42,26.995793,0.029959718
