index,halo_id_nbody,gal coord y (pMpc),gal coord z (pMpc),Redshift,f_esc_lum,lya_lum,NIRCam_F200W_dust,mstar
1478,116644718,-11.118203517610613,6.787517503260414,8.277379,2.5132579015679996e+42,2.1298795775999996e+42,28.093674,0.0094794349
1546,116644503,-11.201485940963503,6.287822963143082,8.26876,2.7575576808280004e+42,6.534496874000001e+42,26.804329,0.041845694
2125,116523724,-9.036142933788401,8.786295663729737,8.271646,3.7031527664340006e+42,3.1382650563000006e+42,27.511296,0.024784971
3051,116527768,-7.620341736789297,9.20270778049418,8.268986,4.5080514118439994e+42,6.458526378e+42,27.057478,0.049591335
3078,116528247,-8.369883546965294,9.036142933788405,8.268754,3.413473462775e+42,7.919892025000001e+42,26.750318,0.038132839
3082,116527464,-7.2872120433777425,9.785684743964401,8.281548,2.0925950255360002e+42,1.6348398637000002e+43,26.646082,0.082189021
3765,115099431,-10.535226554140394,-3.372938145791984,8.262664,4.023145945116e+42,3.4094457162e+42,27.543441,0.021525435
4440,116652139,-7.786906583495075,5.205151459555533,8.286987,2.6266401144279997e+42,6.224265674e+42,27.060012,0.040381306
4499,116653552,-7.953471430200851,4.122479955967982,8.274538,2.5830145774959995e+42,6.269452857999999e+42,27.14837,0.034810968
5680,116533105,-6.454387809848858,4.039197532615093,8.274364,2.7430304515199997e+42,6.50007216e+42,27.17611,0.028149539
6247,113134587,-8.703013240376848,-4.955304189496865,8.277082,5.3002980519640004e+42,1.2864801097000002e+43,26.240198,0.044218743
8556,114981720,-6.704235079907524,-5.121869036202642,8.274948,3.88122590422e+42,9.026106754000001e+42,26.720955,0.035598826
8567,114982047,-6.454387809848858,-4.705456919438199,8.264473,5.897052756110001e+42,1.3714076177000002e+43,26.405691,0.085601309
10945,114741829,-1.2075951386168828,2.0404193721457697,8.284416,4.7750553300920007e+42,4.0466570594000006e+42,27.549151,0.0092437876
13574,113274553,-3.1230908757333187,-10.451944130787508,8.269677,4.361607342855999e+42,3.6962774091999994e+42,27.451494,0.027827672
13599,113275992,-2.95652602902754,-9.70240232061151,8.284826,2.903894865663e+42,1.5528849549e+43,27.734896,0.08818948
13972,116209028,3.206373299086208,11.118203517610619,8.276208,9.737141555231999e+42,1.3870572016e+43,26.188944,0.12289829
15105,113158555,-1.2075951386168828,-5.704845999672862,8.271883,8.064775164726e+42,2.8100261898e+43,25.81688,0.17139211
15376,113274652,-2.873243605674653,-10.368661707434619,8.272098,2.3585765600591993e+42,3.3597956695999994e+42,27.762516,0.015937048
15389,113274859,-2.95652602902754,-10.202096860728842,8.265358,1.2120662434960003e+43,2.9419083580000007e+43,26.047482,0.35518712
17463,116427746,3.8726326859093168,4.872021766143978,8.271675,1.0435064865123001e+43,3.1911513349e+43,25.657497,0.090862095
18101,114863024,2.1237017954986572,-4.872021766143977,8.27513,3.175330159920001e+42,7.384488744000003e+42,27.396364,0.04626557
19262,114858599,3.6227854158506507,-4.705456919438199,8.262594,2.5366919586357993e+42,3.6342291670999995e+42,27.628485,0.01604326
20098,114745604,5.37171630626131,0.7079005984995531,8.275893,1.7309009542802e+43,4.1016610291000003e+43,26.028353,0.40079519
20401,114750552,5.0385866128497545,-1.5407248320284361,8.262709,5.1391490897400005e+42,2.9034740620000004e+43,25.982843,0.081480289
20509,114752084,4.705456919438202,-3.789350262556426,8.282071,1.1571067738854001e+43,1.6483002477000003e+43,26.469969,0.11022961
22384,116230866,11.284768364316392,10.285379284081733,8.279809,7.594406439282e+42,1.0818242791e+43,26.389902,0.063580626
22903,114642125,8.286601123612405,2.623396335615989,8.26353,2.9598191697539994e+42,2.5083213302999998e+42,27.833059,0.013773066
26029,114757825,11.118203517610619,-4.205762379320869,8.270493,5.615244910419999e+42,1.3058709093999998e+43,26.464144,0.083004199
27079,113171759,11.284768364316392,-11.118203517610613,8.274547,2.608971943340001e+42,6.182397970000003e+42,27.033257,0.046624074
