index,halo_id_nbody,gal coord y (pMpc),gal coord z (pMpc),Redshift,f_esc_lum,lya_lum,NIRCam_F200W_dust,mstar
1027,47185494,-8.49668106685649,3.2386452496986644,9.472736,1.3419755194551997e+43,3.2572221345999994e+43,25.50409,0.121103
4619,46146462,-4.991323855417939,-8.877698155056333,9.474075,2.8255719393954e+42,4.0250312527e+42,27.489613,0.024469161
8281,48165981,8.725291319776396,9.182511825616208,9.472183,8.207560155312003e+42,2.8597770576000014e+43,25.6152,0.092346759
8949,46103166,6.439188790577341,-4.91512043777797,9.476526,5.3502616655380006e+42,1.2678345179000002e+43,26.503865,0.097711172
8953,46103295,6.210578537657437,-5.1437306906978755,9.477035,2.5208530665786e+42,3.5909587843e+42,27.671912,0.021032238
9237,48233204,9.63973233145602,6.51539220821731,9.481579,2.1638962518632e+42,5.2521753686e+42,27.164407,0.0326006
9552,46103391,6.744002461137218,-4.991323855417939,9.470045,2.0341639550934e+42,2.8976694517e+42,28.080913,0.011849199
9553,46103424,6.972612714057122,-4.91512043777797,9.480681,2.038625968206e+42,6.234330178e+42,27.102473,0.029147508
10165,46108356,8.344274231576554,-5.677154614177655,9.48713,1.0760908857332398e+43,1.5328929996199998e+43,26.501674,0.046554509
