bin center,errors,LF
42.2,9.825679759983736e-06,0.00019204114509364408
42.6,7.900951585972264e-06,0.0001241732011469374
43.0,4.114985652633033e-06,3.3682609217995164e-05
43.4,1.881026620691517e-06,7.03815715002884e-06
43.8,5.027255107163457e-07,5.027255107163457e-07
44.199999999999996,0.0,0.0
44.599999999999994,0.0,0.0
