bin center,errors,LF
42.2,1.4987052195360747e-05,0.0004220392217207172
42.6,1.1852786574593327e-05,0.0002639740907610034
43.0,7.2583197844661275e-06,9.899028403537627e-05
43.4,3.323624331515128e-06,2.075602729774019e-05
43.8,2.1943408440201613e-06,9.047499078502133e-06
44.199999999999996,0.0,0.0
44.599999999999994,0.0,0.0
