bin center,errors,LF
42.2,2.7746704055357293e-06,1.68776611767201e-05
42.6,2.1395472424931897e-06,1.0035366105076816e-05
43.0,7.900801802976199e-07,1.368459014328657e-06
43.4,0.0,0.0
43.8,0.0,0.0
44.199999999999996,0.0,0.0
44.599999999999994,0.0,0.0
