bin center,errors,LF
42.2,3.0500438143368933e-06,1.1412218967897805e-05
42.6,1.996722378875807e-06,4.890950986241916e-06
43.0,8.151584977069861e-07,8.151584977069861e-07
43.4,8.151584977069861e-07,8.151584977069861e-07
43.8,0.0,0.0
44.199999999999996,0.0,0.0
44.599999999999994,0.0,0.0
