bin center,errors,LF
42.2,1.2555749694703014e-05,0.0003021217078915452
42.6,9.649757962318881e-06,0.00017845530932453964
43.0,5.497495173688837e-06,5.7919705657964616e-05
43.4,2.761101570829461e-06,1.4610376202009094e-05
43.8,9.037826392705341e-07,1.56539745021526e-06
44.199999999999996,5.217991500717533e-07,5.217991500717533e-07
44.599999999999994,0.0,0.0
