bin center,errors,LF
42.2,5.276610034549767e-06,5.828206277851511e-05
42.6,3.5105241384643775e-06,2.579697860688374e-05
43.0,1.8502086764246246e-06,7.165827390801038e-06
43.4,6.756006854463625e-07,9.55443652106805e-07
43.8,0.0,0.0
44.199999999999996,0.0,0.0
44.599999999999994,0.0,0.0
