index,halo_id_nbody,gal coord y (pMpc),gal coord z (pMpc),Redshift,f_esc_lum,lya_lum,NIRCam_F200W_dust,mstar
105292,148760568,3.6880280648923374,10.109535754351935,7.743399,2.3348177465343997e+42,5.5327434752e+42,27.134268,0.036175392
107539,146577326,6.4648962549289175,5.770679207419772,7.759001,4.083161433089999e+42,9.495724262999998e+42,26.538307,0.069451758
107658,146706922,8.98143305214957,2.8202567555059037,7.737669,5.5285514203289994e+42,1.9263245367e+43,26.048926,0.14933016
107669,146705932,9.588872968720075,3.0805881483218336,7.759461,1.0179393952990002e+43,2.3673009193000003e+43,26.084197,0.17958765
107673,146705961,9.588872968720075,3.0805881483218336,7.758932,2.0086218452365998e+42,2.8776817267e+42,27.638512,0.026100001
107682,146706141,9.415318706842788,2.8202567555059037,7.754401,1.9333869901e+43,6.666851690000001e+43,25.975351,0.33700989
107751,151084786,0.30371995828525183,7.245890433376708,7.737745,2.74514990019e+42,1.5509321470000002e+43,25.911501,0.11378514
107784,151085371,0.39049708922389526,7.332667564315352,7.738715,2.2274740447100005e+42,1.0360344394000003e+43,26.519486,0.036532771
109954,149026063,3.0805881483218336,3.6880280648923374,7.744242,3.641594692219998e+42,8.449175619999997e+42,26.716225,0.025668846
112547,153333695,-6.117787731174346,6.898781909622135,7.751358,2.5114441342321997e+42,3.5980574988999997e+42,28.690936,0.023900894
112590,155506535,-10.02275862341329,9.068210183088215,7.751857,6.994950708711002e+42,2.437265055300001e+43,25.93804,0.1809123
112981,146870887,5.857456338358416,-0.7376056129784666,7.740884,3.977356247990001e+42,1.8499331386000006e+43,26.117767,0.091505954
113017,149035180,1.3450455295489703,1.3450455295489703,7.747743,6.37379303945e+42,1.5103774975e+43,26.068843,0.08616067
113168,144692491,8.634324528394998,-4.121913719585552,7.741774,2.16083119798e+42,7.451142062e+42,27.965855,0.039781951
115829,144690373,8.373993135579067,-4.64257650521741,7.742481,3.1878258416700005e+42,7.413548469000002e+42,26.723811,0.051457446
115876,146869702,1.5185997914262572,-1.6053769223648984,7.755913,2.4598935741339996e+42,2.0846555713e+42,27.882669,0.015226786
116024,144687761,7.159113302438064,-5.2500164217879135,7.747574,2.2307863379200005e+42,1.7428018265000004e+43,26.215838,0.073457547
116153,147014773,4.816130767094697,-3.601250933953693,7.738406,2.7500953364090013e+42,6.380731639000003e+42,26.942477,0.03659215
119186,144685469,5.857456338358416,-5.510347814603843,7.753004,2.439792227976e+42,1.3117162516e+43,26.576369,0.13433616
119208,144684942,5.683902076481131,-5.16323929084927,7.754887,1.120997661122e+43,9.499980179e+42,26.828701,0.096288825
119227,144685060,5.597124945542488,-4.989685028971984,7.754977,3.988116510288001e+42,2.524124373600001e+43,25.49058,0.13367399
119321,151238352,-5.4235706836652,-0.0433885654693217,7.75059,3.46955449203e+42,1.1963981007000002e+43,27.060456,0.095153492
119501,144692888,6.638450516806204,-6.551673385867562,7.759956,2.2632215535160004e+42,1.4696243854000003e+43,26.503156,0.12207437
122266,146879072,1.778931184242185,-6.2045648621129885,7.745474,2.1374489073031998e+42,4.9592782072e+42,27.158567,0.026536083
122281,146880237,0.13016569640796508,-5.683902076481129,7.740601,2.1060107496691e+42,4.8863358461e+42,27.603427,0.02519198
122307,149042925,-0.3904970892238931,-5.9442334692970595,7.746227,3.7189459369295993e+42,5.297643784799999e+42,27.152015,0.020477602
124447,144693879,7.332667564315352,-11.497969849370223,7.752348,5.3128612522560014e+42,7.611549072000002e+42,26.686376,0.043261328
124640,144693727,7.245890433376708,-11.497969849370223,7.751877,3.759274409709e+42,1.3098517107e+43,26.887293,0.10364857
126862,147029575,2.73347962456726,-11.411192718431579,7.756246,3.772317730232e+42,3.1968794324e+42,27.679092,0.019534889
129063,149325848,-3.8615823267696223,-11.064084194677008,7.749215,7.661829282533999e+42,1.0976832782999999e+43,26.391646,0.053580869
129073,149325938,-4.035136588646909,-11.064084194677008,7.750733,2.1174477231344003e+42,5.1394362212000006e+42,27.328596,0.062578425
131391,151544538,-8.634324528394998,-11.237638456554295,7.750213,2.1739665889630002e+42,1.2863707627e+43,26.52015,0.061460433
131437,151556694,-9.588872968720073,-10.456644278106507,7.745955,2.5589331734504e+42,5.9371999384e+42,27.143062,0.059111525
