bin center,errors,LF
42.2,3.082263967543895e-06,2.1130937148742678e-05
42.6,2.0106473145899667e-06,8.99188814840114e-06
43.0,1.0053236572949833e-06,2.247972037100285e-06
43.4,6.358225085405396e-07,8.99188814840114e-07
43.8,0.0,0.0
44.199999999999996,0.0,0.0
44.599999999999994,0.0,0.0
