bin center,errors,LF
42.2,4.2182293550136055e-06,3.842989836044816e-05
42.6,2.8163848890373855e-06,1.713140047393472e-05
43.0,1.53563317582049e-06,5.09311905981843e-06
43.4,0.0,0.0
43.8,0.0,0.0
44.199999999999996,0.0,0.0
44.599999999999994,0.0,0.0
