,index,halo_id_nbody,gal coord y (pMpc),gal coord z (pMpc),Redshift,f_esc_lum,lya_lum,NIRCam_F200W_dust,mstar,0 Radius (pMpc),0 Edge,10 Radius (pMpc),10 Edge,20 Radius (pMpc),20 Edge,30 Radius (pMpc),30 Edge,40 Radius (pMpc),40 Edge,50 Radius (pMpc),50 Edge,60 Radius (pMpc),60 Edge,70 Radius (pMpc),70 Edge,80 Radius (pMpc),80 Edge,90 Radius (pMpc),90 Edge,100 Radius (pMpc),100 Edge,110 Radius (pMpc),110 Edge,120 Radius (pMpc),120 Edge,130 Radius (pMpc),130 Edge,140 Radius (pMpc),140 Edge,150 Radius (pMpc),150 Edge,160 Radius (pMpc),160 Edge,170 Radius (pMpc),170 Edge,180 Radius (pMpc),180 Edge,190 Radius (pMpc),190 Edge,200 Radius (pMpc),200 Edge,210 Radius (pMpc),210 Edge,220 Radius (pMpc),220 Edge,230 Radius (pMpc),230 Edge,240 Radius (pMpc),240 Edge,250 Radius (pMpc),250 Edge,260 Radius (pMpc),260 Edge,270 Radius (pMpc),270 Edge,280 Radius (pMpc),280 Edge,290 Radius (pMpc),290 Edge,300 Radius (pMpc),300 Edge,310 Radius (pMpc),310 Edge,320 Radius (pMpc),320 Edge,330 Radius (pMpc),330 Edge,340 Radius (pMpc),340 Edge,350 Radius (pMpc),350 Edge,360 Radius (pMpc),360 Edge,Transmission 0,Transmission 10,Transmission 20,Transmission 30,Transmission 40,Transmission 50,Transmission 60,Transmission 70,Transmission 80,Transmission 90,Transmission 100,Transmission 110,Transmission 120,Transmission 130,Transmission 140,Transmission 150,Transmission 160,Transmission 170,Transmission 180,Transmission 190,Transmission 200,Transmission 210,Transmission 220,Transmission 230,Transmission 240,Transmission 250,Transmission 260,Transmission 270,Transmission 280,Transmission 290,Transmission 300,Transmission 310,Transmission 320,Transmission 330,Transmission 340,Transmission 350,Transmission 360
0,4275,113309783,7.228818768085836,11.11172713494337,8.378282,3.3398260888098e+42,4.7848511301000006e+42,27.33113,0.025439332,0.7435356447174017,False,0.6660640014176691,False,0.6014468000155246,False,0.5957457538141695,False,0.528994567565029,False,0.528994567565029,False,0.66606400141767,False,0.6014468000155249,False,0.6660640014176726,False,0.6609205730821373,False,0.5841767738150958,False,0.6014468000155249,False,0.5541987484274147,False,0.528994567565029,False,0.41307535817633434,False,0.8505742216278513,False,0.4448957763091319,False,0.421255862385089,False,0.41307535817633134,False,0.3406306666201739,False,0.3406306666201739,False,0.3694658322849425,False,0.3505060642890538,False,0.3505060642890538,False,0.41307535817633223,False,0.34063066662017366,False,0.34063066662017366,False,0.41307535817633223,False,0.5025278621809032,False,0.4448957763091331,False,0.5541987484274135,False,0.7616733257837764,False,0.7616733257837784,False,0.8505742216278527,False,0.8897915526182686,False,0.8425117247701817,False,0.7435356447174017,False,0.27588253361205806,0.2454768086449144,0.21882707883603078,0.21642266000231142,0.18769221976838843,0.18769221976838843,0.24547680864491475,0.2188270788360309,0.24547680864491586,0.24339742533082281,0.21151828360468344,0.2188270788360309,0.19865942821870347,0.18769221976838843,0.13595593852971277,0.31502729001411073,0.1502962280181307,0.13964595034501,0.1359559385297114,0.10344384496221216,0.10344384496221216,0.11631669031999632,0.10783591436073217,0.10783591436073217,0.13595593852971186,0.10344384496221207,0.10344384496221207,0.13595593852971186,0.17603980120036258,0.15029622801813122,0.19865942821870294,0.28274983444972535,0.28274983444972607,0.3150272900141112,0.3285462913016686,0.31219396812249217,0.27588253361205806
1,4408,113437009,9.046350344061707,8.798505129155904,8.384599,2.0212312243515e+42,2.7499744549e+42,27.828962,0.010275831,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984
2,6928,113435803,5.8243625502863035,6.3200529800979055,8.367169,2.223403471863e+42,3.1853917935000005e+42,27.578686,0.017786435,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984
3,7042,113449975,7.39404891135637,5.576517335380503,8.386579,3.7685721672177995e+42,5.3991005261e+42,27.253284,0.046625293,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984
4,8615,115272785,5.90697762192157,3.8416008310399015,8.376699,7.312946947487999e+42,1.0417303344e+43,28.144511,0.097866594,0.4956904298116003,False,0.5025278621809036,False,0.44489577630913635,False,0.4817245084944404,False,0.528994567565029,False,0.5289945675650269,False,0.48172450849443943,False,0.44489577630913385,False,0.5025278621809037,False,0.4956904298116003,False,0.4212558623850902,False,0.44489577630913385,False,0.48172450849443804,False,0.5289945675650269,False,0.5289945675650269,False,0.48172450849443804,False,0.44489577630913385,False,0.4212558623850903,False,0.4956904298115994,False,0.4212558623850903,False,0.44489577630913385,False,0.48172450849443826,False,0.41307535817633356,False,0.41307535817633295,False,0.41307535817633295,False,0.44489577630913385,False,0.4212558623850902,False,0.49569042981159983,False,0.5025278621809033,False,0.5225035908508281,False,0.48172450849443943,False,0.5289945675650269,False,0.5289945675650288,False,0.4817245084944406,False,0.44489577630913635,False,0.5025278621809036,False,0.4956904298116003,False,0.1730094038182441,0.17603980120036278,0.1502962280181327,0.16679695753493948,0.18769221976838843,0.1876922197683875,0.1667969575349391,0.1502962280181316,0.1760398012003628,0.1730094038182441,0.13964595034501057,0.1502962280181316,0.16679695753493845,0.1876922197683875,0.1876922197683875,0.16679695753493845,0.1502962280181316,0.13964595034501057,0.1730094038182437,0.13964595034501057,0.1502962280181316,0.16679695753493856,0.13595593852971244,0.1359559385297122,0.1359559385297122,0.1502962280181316,0.13964595034501057,0.1730094038182439,0.1760398012003626,0.18484660127396568,0.1667969575349391,0.1876922197683875,0.18769221976838835,0.1667969575349396,0.1502962280181327,0.17603980120036278,0.1730094038182441
5,9158,115521985,9.128965415696973,-2.519759684875635,8.381595,3.1006307840274e+42,4.4168529687e+42,27.316057,0.020937959,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984
6,10606,117318494,6.898358481544769,-2.024069255064035,8.36921,6.955062189975001e+42,1.6174563232500003e+43,26.224808,0.040402533,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984
7,10690,115520780,8.054969484438503,-2.3545295416051015,8.375415,2.833488019044599e+42,4.059438422699999e+42,27.738501,0.009539809,0.33046028654106685,False,0.3406306666201742,False,0.3406306666201742,False,0.2978728769070856,False,0.35050606428905756,False,0.35050606428905756,False,0.26125179542541455,False,0.26125179542541455,False,0.26125179542541455,False,0.2478452149057997,False,0.26125179542541344,False,0.26125179542541344,False,0.26125179542541344,False,0.23367070952603763,False,0.23367070952603763,False,0.261251795425413,False,0.261251795425413,False,0.261251795425413,False,0.2478452149057988,False,0.261251795425413,False,0.261251795425413,False,0.261251795425413,False,0.7616733257837764,False,0.6452443364643455,False,0.2612517954254138,False,0.2612517954254138,False,0.2612517954254138,False,0.24784521490580014,False,0.261251795425415,False,0.261251795425415,False,0.261251795425415,False,0.3505060642890579,False,0.3505060642890579,False,0.26125179542541555,False,0.26125179542541555,False,0.26125179542541555,False,0.33046028654106685,False,0.09894362004743261,0.1034438449622123,0.1034438449622123,0.08473254884041954,0.10783591436073385,0.10783591436073385,0.06929915245266954,0.06929915245266954,0.06929915245266954,0.06384006614359611,0.06929915245266909,0.06929915245266909,0.06929915245266909,0.05820429256440012,0.05820429256440012,0.06929915245266889,0.06929915245266889,0.06929915245266889,0.06384006614359576,0.06929915245266889,0.06929915245266889,0.06929915245266889,0.28274983444972535,0.23701432841459238,0.06929915245266927,0.06929915245266927,0.06929915245266927,0.0638400661435963,0.0692991524526697,0.0692991524526697,0.0692991524526697,0.107835914360734,0.107835914360734,0.06929915245266995,0.06929915245266995,0.06929915245266995,0.09894362004743261
8,11850,115279494,1.3631486819819,4.254676189216235,8.375649,2.5710868980799998e+42,5.979271855999999e+42,27.081145,0.021206442,0.49569042981159983,False,0.4212558623850904,False,0.7058634814713942,False,0.8505742216278513,False,0.8261507163526666,False,0.8261507163526683,False,0.36946583228494206,False,0.34063066662017416,False,0.34063066662017416,False,0.33046028654106685,False,0.3406306666201742,False,0.3406306666201742,False,0.29787287690708436,False,0.3505060642890566,False,0.3505060642890566,False,0.29787287690708475,False,0.3406306666201741,False,0.3406306666201741,False,0.33046028654106663,False,0.3406306666201739,False,0.3406306666201739,False,0.29787287690708475,False,0.3505060642890566,False,0.3505060642890566,False,0.29787287690708436,False,0.34063066662017377,False,0.34063066662017377,False,0.3304602865410664,False,0.3406306666201737,False,0.3406306666201737,False,0.3694658322849417,False,0.35050606428905645,False,0.35050606428905645,False,0.4130753581763331,False,0.3406306666201739,False,0.3406306666201739,False,0.49569042981159983,False,0.1730094038182439,0.13964595034501062,0.2613131519008036,0.31502729001411073,0.30638719898087763,0.30638719898087824,0.11631669031999611,0.10344384496221225,0.10344384496221225,0.09894362004743261,0.1034438449622123,0.1034438449622123,0.08473254884041903,0.10783591436073342,0.10783591436073342,0.08473254884041917,0.10344384496221225,0.10344384496221225,0.09894362004743253,0.10344384496221216,0.10344384496221216,0.08473254884041917,0.10783591436073342,0.10783591436073342,0.08473254884041903,0.10344384496221211,0.10344384496221211,0.09894362004743244,0.10344384496221207,0.10344384496221207,0.1163166903199959,0.10783591436073338,0.10783591436073338,0.13595593852971224,0.10344384496221216,0.10344384496221216,0.1730094038182439
9,13592,115287354,0.7848431805350332,2.767604899781435,8.384842,3.470978005578001e+42,8.053313238000002e+42,27.42485,0.053325627,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984,0.0017073825803636984
