bin center,errors,LF
42.2,1.3806613208343593e-05,0.00035817452234305504
42.6,1.049673968081899e-05,0.00020702806714925466
43.0,6.319594064134979e-06,7.504102176875298e-05
43.4,3.1032665820825367e-06,1.8094998157004265e-05
43.8,1.5966174844415528e-06,4.789852453324658e-06
44.199999999999996,0.0,0.0
44.599999999999994,0.0,0.0
