bin center,errors,LF
42.2,2.2794014089419727e-05,0.0009151732788021993
42.6,1.892323240269304e-05,0.0006307428739139227
43.0,1.194923649903572e-05,0.0002515023340628873
43.4,6.645054959484547e-06,7.777837419100576e-05
43.8,3.057294623719291e-06,1.646403541269465e-05
44.199999999999996,5.677253590584362e-07,5.677253590584362e-07
44.599999999999994,0.0,0.0
