bin center,errors,LF
42.2,4.58286080618969e-06,4.466820178881633e-05
42.6,2.4880200725401784e-06,1.316536473775639e-05
43.0,1.4868763856491276e-06,4.701915977770139e-06
43.4,9.403831955540279e-07,1.8807663911080558e-06
43.8,0.0,0.0
44.199999999999996,0.0,0.0
44.599999999999994,0.0,0.0
