bin center,errors,LF
42.2,1.2234339106591027e-05,0.00029234695051797734
42.6,9.187352837785877e-06,0.00016486115248124118
43.0,5.1708572162371384e-06,5.222309799095217e-05
43.4,2.7571567590236496e-06,1.4847743546447185e-05
43.8,1.1448470304255074e-06,2.5599557838702042e-06
44.199999999999996,0.0,0.0
44.599999999999994,0.0,0.0
