bin center,errors,LF
42.2,2.8788088471656257e-06,1.843337070422234e-05
42.6,1.6822282355755093e-06,6.294321703880799e-06
43.0,8.99188814840114e-07,1.798377629680228e-06
43.4,0.0,0.0
43.8,0.0,0.0
44.199999999999996,0.0,0.0
44.599999999999994,0.0,0.0
