index,halo_id_nbody,gal coord y (pMpc),gal coord z (pMpc),Redshift,f_esc_lum,lya_lum,NIRCam_F200W_dust,mstar
57726,186318245,11.295671061278751,7.813211208394396,7.391315,1.4084322647722e+43,3.3375172151e+43,25.46453,0.22991235
57728,186318270,11.295671061278751,7.902505050776043,7.390704,3.53810906813e+42,1.2200376097e+43,26.655446,0.045706344
58741,181532176,-4.062869828365085,10.938495691752152,7.410168,3.887050033581e+42,2.1960734653e+43,26.187918,0.28592663
60534,181383567,-0.04464692119082541,9.15261884411915,7.407951,2.4853508786760004e+42,2.1062295582000004e+42,27.778242,0.032008567
62414,183834509,7.009566626959543,6.473803572669641,7.394282,2.2493023619220006e+42,5.2309357254000013e+42,27.122913,0.064819974
63532,178825082,-5.491571306471488,8.348974262684296,7.38998,7.218359092875e+42,9.820896725000001e+42,26.680315,0.052659896
66231,176241250,-9.956263425554,6.830978942196241,7.388254,4.038853511988999e+42,3.42275721355e+42,27.617584,0.018997566
67598,183847503,6.02733436076139,3.4378129316935344,7.388819,5.557394073344003e+42,4.341714119800002e+43,25.692898,0.26199148
67615,183847023,6.384509730287991,2.8127560350219833,7.404995,2.923648281757e+42,1.0186927810999999e+43,26.451875,0.067828124
67708,183841818,3.973575985983435,3.5271067740751834,7.394808,3.0542176247543995e+42,4.3507373571999993e+42,27.309797,0.013457159
69667,181207246,1.0268791873889778,2.098405295968781,7.39684,4.768270008138e+42,6.792407419e+42,26.893272,0.064853892
71446,181207068,1.5626422416788783,1.4733483992972296,7.397218,7.773670128379999e+42,6.587856041e+42,26.83949,0.067368035
71451,181207119,1.651936084060529,1.4733483992972296,7.397378,3.403905097262999e+42,9.125750930999998e+42,26.871461,0.07475106
75577,186328691,9.68838189840905,-3.080637562166931,7.409417,2.183362014966e+42,6.676948058e+42,26.886241,0.058094456
76291,178679871,-5.134395936944887,-0.31252844833577564,7.405672,3.8421062031689995e+42,5.4730857595e+42,27.308609,0.035860084
76740,176261043,-10.581320322225551,0.5804099754807259,7.396173,2.1806685499014005e+42,3.106365455700001e+42,28.107773,0.012569858
77714,186338070,8.706149632210895,-4.420045197891686,7.403946,7.146775575281999e+42,1.9160256233999996e+43,26.055352,0.15590827
78134,183857906,2.9913437197852826,-2.723462192640332,7.394142,3.685576394122e+42,8.733593351e+42,26.833244,0.076025712
78152,183858110,2.723462192640332,-2.9913437197852826,7.392413,3.839698816252e+42,9.319657321e+42,28.286255,0.024001803
78806,178697325,-7.188154311722842,-2.0091114535871304,7.409936,3.318499823371199e+42,4.727207725599999e+42,27.552243,0.018912419
79523,188683061,11.920727957950303,-6.830978942196241,7.411545,7.972843792199998e+42,1.0847406519999998e+43,26.592668,0.019988212
80202,183861465,2.8127560350219833,-4.7772205674182855,7.411284,2.3859917491980004e+42,2.0220269061000003e+42,27.953901,0.017399071
80658,178691735,-6.027334360761389,-3.7056944588384835,7.388641,2.7003204268250003e+42,9.408781975000002e+42,26.567029,0.033675122
80794,178696475,-6.027334360761389,-3.7056944588384835,7.408748,2.4418593570179995e+42,3.4983658409999995e+42,27.377852,0.04117593
83372,178694711,-6.29521588790634,-5.045102094563237,7.392541,5.147513799689002e+42,1.3800305093000004e+43,26.595839,0.093706946
83574,178705543,-10.40273263746225,-4.598632882654987,7.39258,4.942811573422001e+42,7.081391939000002e+42,26.68048,0.038597265
88170,181053646,-3.5271067740751834,-7.6346235236310935,7.389836,2.6732569972879997e+42,2.2654720316e+42,27.971523,0.015600742
90414,181054808,-1.3840545569155789,-9.509794213645748,7.404345,2.753600557982e+42,2.3335597949e+42,27.858952,0.015082705
92546,178549884,-7.277448154104492,-10.759908006988852,7.403817,3.4657669543560006e+42,4.7153291896000006e+42,27.108673,0.041279529
92685,178554793,-9.509794213645748,-9.777675740790698,7.401865,6.063056219777999e+42,5.1381832370999994e+42,27.303855,0.052222076
